# Serious Injuries,# Visible Injuries,Agency Name (Crash Level) ,Date,Intersection Name (from Crash Report),KABCO Severity,Light Conditions (Crash Level),Location at Impact (Crash Level) ,Manner of Collision (Crash Level) ,Roadway (From Crash Report),Surface Condition (Crash Level) ,Time,Safety Equipment (Crash Level) ,Weather Conditions (Crash Level),# of Fatalities per Crash,Latitude,Longitude,Geolocated City,Geolocated County,Vehicle Condition (excluding No Known Defects),First Harmful Event (Unit Order),"Operator/Pedestrian Contrib Factor (excl None, Other, No Contrib Factors)",Most Harmful Event (Crash Level),crash_mode
0.0,0.0,Emory Police Department,2022-11-30,Haygood Dr Ne and Clifton Rd Ne,(O) No Injury,Daylight,On Roadway - Non-Intersection,Not a Collision with Motor Vehicle,Clifton Rd Ne,Dry,16:38:00,"[""Lap and Shoulder Belt Used"",""Unknown""]",Clear,0.0,33.795166,-84.321256,Atlanta,DEKALB,,"[""Pedestrian"",""Motor Vehicle in Motion""]",Distracted,Pedestrian,Pedestrian
0.0,0.0,Atlanta Police Department,2022-12-07,Glenwood Ave Se and Brownwood Ave Se,(C) Possible Injury / Complaint,Daylight,On Roadway - Non-Intersection,Not a Collision with Motor Vehicle,Glenwood Ave Se,Dry,16:35:00,Unknown,Clear,0.0,33.740191,-84.347888,Atlanta,DEKALB,,"[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Failure to Yield,Pedestrian,Pedestrian
0.0,0.0,Dekalb Co Police Department,2022-12-07,Tilson Rd and Candler Rd,(C) Possible Injury / Complaint,Dark-Lighted,On Roadway - Non-Intersection,Not a Collision with Motor Vehicle,Candler Rd,Dry,15:12:00,"[""None Used"",""Unknown"",""Unknown"",""Unknown"",""Unknown""]",Cloudy,0.0,33.729592,-84.281392,Unincorporated,DEKALB,,"[""Pedestrian"",""Motor Vehicle in Motion""]",Failure to Yield,Motor Vehicle in Motion,Pedestrian
0.0,0.0,Clarkston Police Department,2022-12-07,Mell Ave and East Ponce De Leon Ave,(C) Possible Injury / Complaint,Daylight,On Roadway - Non-Intersection,Not a Collision with Motor Vehicle,Mell Ave,Wet,07:23:00,"[""Unknown"",""None Used""]",Cloudy,0.0,33.803751,-84.2469,Clarkston,DEKALB,,"[""Pedestrian"",""Motor Vehicle in Motion""]",,Motor Vehicle in Motion,Pedestrian
0.0,1.0,Dekalb Co Police Department,2022-12-07,Midway Rd and Covington Hwy,(B) Suspected Minor/Visible Injury,Dark-Not Lighted,On Roadway - Non-Intersection,Not a Collision with Motor Vehicle,Midway Rd,Dry,18:03:00,None Used,Clear,0.0,33.765676,-84.251421,Unincorporated,DEKALB,,"[""Pedestrian"",""Motor Vehicle in Motion""]",,Pedestrian,Pedestrian
0.0,1.0,Dekalb Co Police Department,2022-12-09,Beech Dr and Memorial Dr,(B) Suspected Minor/Visible Injury,Daylight,On Roadway - In Crosswalk,Not a Collision with Motor Vehicle,Memorial Dr,Wet,17:24:00,"[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""None Used""]",Rain,0.0,33.758449,-84.262753,Unincorporated,DEKALB,,"[""Pedestrian"",""Motor Vehicle in Motion""]",Failure to Yield,Pedestrian,Pedestrian
0.0,1.0,Dekalb Co Police Department,2022-12-18,N Decatur Rd and Springdale Rd,(B) Suspected Minor/Visible Injury,Daylight,On Roadway - In Crosswalk,Not a Collision with Motor Vehicle,N Decatur Rd,Dry,15:30:00,"[""Motorcycle Helmet"",""None Used""]",Clear,0.0,33.789999,-84.334573,Unincorporated,DEKALB,,"[""Pedestrian"",""Motor Vehicle in Motion""]",Failure to Yield,Pedestrian,Pedestrian
0.0,0.0,Decatur Police Department,2023-01-03,Green St and S Mcdonough St,(C) Possible Injury / Complaint,Daylight,On Roadway - Roadway Intersection,Head On,Green St,Wet,10:28:00,Lap and Shoulder Belt Used,Cloudy,0.0,33.762123,-84.296337,Decatur,DEKALB,,"[""Pedestrian"",""Pedestrian""]",Failure to Yield,,Pedestrian
0.0,0.0,Dekalb Co Police Department,2023-01-03,Memorial Dr and Covington Dr,(C) Possible Injury / Complaint,Dark-Not Lighted,On Roadway - Roadway Intersection,Not a Collision with Motor Vehicle,Covington Dr,Wet,17:44:00,"[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""None Used""]",Rain,0.0,33.762564,-84.258084,Unincorporated,DEKALB,,"[""Pedestrian"",""Motor Vehicle in Motion""]",Failure to Yield,Motor Vehicle in Motion,Pedestrian
0.0,1.0,Dekalb Co Police Department,2023-01-03,Clairmont Rd and Mason Mill Rd,(B) Suspected Minor/Visible Injury,Dark-Lighted,On Roadway - In Crosswalk,Not a Collision with Motor Vehicle,Mason Mill Rd,Wet,07:10:00,"[""Lap and Shoulder Belt Used"",""None Used""]",Cloudy,0.0,33.807035,-84.310295,Unincorporated,DEKALB,,"[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Failure to Yield,Pedestrian,Pedestrian
0.0,0.0,Dekalb Co Police Department,2023-01-08,N Decatur Rd and Lantern Wood Dr,(K) Fatal Injury,Dark-Lighted,On Roadway - Non-Intersection,Not a Collision with Motor Vehicle,N Decatur Rd,Wet,21:10:00,None Used,Rain,1.0,33.788254,-84.2489,Unincorporated,DEKALB,,"[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Under the Influence (U.I.),"[""Pedestrian"",""Motor Vehicle in Motion""]",Pedestrian
0.0,0.0,Dekalb Co Police Department,2023-01-12,Southern Ln and Clairmont Rd,(C) Possible Injury / Complaint,Dark-Not Lighted,On Roadway - Roadway Intersection,Not a Collision with Motor Vehicle,Clairmont Rd,Dry,20:20:00,Unknown,Clear,0.0,33.803338,-84.310623,Unincorporated,DEKALB,,"[""Pedestrian"",""Motor Vehicle in Motion""]",Disregard Stop Sign/Signal,Pedestrian,Pedestrian
0.0,1.0,Decatur Police Department,2023-01-14,W Trinity Pl and W Ponce De Leon Ave,(B) Suspected Minor/Visible Injury,Dark-Lighted,On Roadway - Roadway Intersection,Not a Collision with Motor Vehicle,W Ponce De Leon Ave,Dry,18:38:00,Lap and Shoulder Belt Used,Cloudy,0.0,33.773018,-84.306589,Decatur,DEKALB,,"[""Pedestrian"",""Motor Vehicle in Motion""]","[""Failure to Yield"",""Disregard Other Traffic Control""]",Pedestrian,Pedestrian
0.0,0.0,Dekalb Co Police Department,2023-02-03,Memorial Dr and Beledere Plz,(O) No Injury,Daylight,On Roadway - Non-Intersection,Not a Collision with Motor Vehicle,Memorial Dr,Dry,16:05:00,None Used,Clear,0.0,33.752535,-84.27147,Unincorporated,DEKALB,,"[""Pedestrian"",""Pedestrian""]",Failure to Yield,Pedestrian,Pedestrian
0.0,0.0,Dekalb Co Police Department,2023-02-16,I 285 and Exit 39B,(K) Fatal Injury,Dark-Not Lighted,Entrance/Exit Ramp,Not a Collision with Motor Vehicle,I 285,Dry,20:39:00,"[""None Used"",""Lap and Shoulder Belt Used""]",Clear,1.0,33.817743,-84.25204,Unincorporated,DEKALB,,"[""Pedestrian"",""Pedestrian""]",,Pedestrian,Pedestrian
0.0,0.0,Dekalb Co Police Department,2023-02-21,Keystone Dr and Flat Shoals Rd,(C) Possible Injury / Complaint,Dark-Lighted,On Roadway - Non-Intersection,Not a Collision with Motor Vehicle,Flat Shoals Rd,Dry,19:15:00,None Used,Clear,0.0,33.723401,-84.318468,Unincorporated,DEKALB,,"[""Pedestrian"",""Motor Vehicle in Motion""]",Failure to Yield,Pedestrian,Pedestrian
0.0,0.0,Emory Police Department,2023-02-24,Clifton Rd Ne and Clifton Heights Ln Ne,(C) Possible Injury / Complaint,Daylight,On Roadway - In Crosswalk,Not a Collision with Motor Vehicle,Clifton Rd Ne,Wet,17:05:00,Unknown,Rain,0.0,33.799758,-84.325382,Unincorporated,DEKALB,,"[""Pedestrian"",""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Failure to Yield,Pedestrian,Pedestrian
0.0,0.0,Dekalb Co Police Department,2023-02-28,N Decatur Rd and E Ponce De Leon Ave,(C) Possible Injury / Complaint,Daylight,On Roadway - Non-Intersection,Not a Collision with Motor Vehicle,N Decatur Rd,Dry,13:45:00,None Used,Clear,0.0,33.793566,-84.264617,Unincorporated,DEKALB,,"[""Pedestrian"",""Motor Vehicle in Motion""]",,Pedestrian,Pedestrian
0.0,1.0,Dekalb Co Police Department,2023-03-02,Church St and Milscott Dr,(B) Suspected Minor/Visible Injury,Daylight,On Roadway - Non-Intersection,Not a Collision with Motor Vehicle,Church St,Wet,15:35:00,"[""None Used"",""Unknown""]",Rain,0.0,33.795436,-84.282668,Unincorporated,DEKALB,,"[""Pedestrian"",""Motor Vehicle in Motion""]",,Motor Vehicle in Motion,Pedestrian
0.0,1.0,Dekalb Co Police Department,2023-03-03,Shepherds Ln and Briarcliff Rd,(B) Suspected Minor/Visible Injury,Daylight,On Roadway - Roadway Intersection,Not a Collision with Motor Vehicle,Briarcliff Rd,Wet,10:00:00,"[""Lap and Shoulder Belt Used"",""None Used""]",Rain,0.0,33.806995,-84.335692,Unincorporated,DEKALB,,"[""Pedestrian"",""Motor Vehicle in Motion""]",Failure to Yield,Pedestrian,Pedestrian
0.0,0.0,Dekalb Co Police Department,2023-03-04,Rupert Rd and Memorial Dr,(O) No Injury,Daylight,On Roadway - Non-Intersection,Not a Collision with Motor Vehicle,Memorial Dr,Dry,15:25:00,"[""None Used"",""Unknown""]",Clear,0.0,33.751046,-84.273887,Unincorporated,DEKALB,,"[""Pedestrian"",""Pedestrian""]",,Pedestrian,Pedestrian
0.0,0.0,Atlanta Police Department,2023-03-04,Glenwood Ave Se and Flat Shoals Ave Se,(C) Possible Injury / Complaint,Dark-Lighted,On Roadway - In Crosswalk,Not a Collision with Motor Vehicle,Glenwood Ave Se,Dry,03:01:00,"[""Unknown"",""None Used""]",Clear,0.0,33.740154,-84.345372,Atlanta,DEKALB,,"[""Pedestrian"",""Motor Vehicle in Motion""]",Failure to Yield,,Pedestrian
0.0,0.0,Dekalb Co Police Department,2023-03-04,Clairmont Rd and Clairemont Ave,(C) Possible Injury / Complaint,Dark-Not Lighted,On Roadway - Non-Intersection,Not a Collision with Motor Vehicle,Clairemont Ave,Dry,20:05:00,"[""Lap and Shoulder Belt Used"",""None Used""]",Clear,0.0,33.789603,-84.306668,Unincorporated,DEKALB,,"[""Pedestrian"",""Motor Vehicle in Motion""]",Following Too Close,Pedestrian,Pedestrian
0.0,1.0,Dekalb Co Police Department,2023-03-05,Harrington Dr and Lawrenceville Hwy,(B) Suspected Minor/Visible Injury,Dark-Not Lighted,On Roadway - Roadway Intersection,Not a Collision with Motor Vehicle,Lawrenceville Hwy,Dry,18:59:00,"[""None Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]",Clear,0.0,33.802653,-84.278787,Unincorporated,DEKALB,,"[""Motor Vehicle in Motion"",""Pedestrian"",""Motor Vehicle in Motion""]","[""Under the Influence (U.I.)"",""Following Too Close""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Pedestrian
0.0,1.0,Decatur Police Department,2023-03-08,S Candler St and E College Ave,(B) Suspected Minor/Visible Injury,Daylight,On Roadway - Roadway Intersection,Not a Collision with Motor Vehicle,S Candler St,Dry,08:30:00,Unknown,Clear,0.0,33.771044,-84.292597,Decatur,DEKALB,,"[""Pedestrian"",""Other/Unknown""]",Failure to Yield,Pedestrian,Pedestrian
0.0,1.0,Dekalb Co Police Department,2023-03-10,Clifton Rd and Ponce De Leon Ave,(B) Suspected Minor/Visible Injury,Dawn,On Roadway - Roadway Intersection,Not a Collision with Motor Vehicle,Ponce De Leon Ave,Wet,06:22:00,"[""None Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]",Rain,0.0,33.773031,-84.328924,Unincorporated,DEKALB,,"[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Inattentive or Other Distraction (Distracted),Pedestrian,Pedestrian
1.0,0.0,Dekalb Co Police Department,2023-03-13,Redan Rd and Covington Hwy,(A) Suspected Serious Injury,Dark-Not Lighted,On Roadway - Non-Intersection,Not a Collision with Motor Vehicle,Covington Hwy,Dry,20:19:00,"[""None Used"",""Unknown"",""Unknown"",""Booster Seat (Properly Used)""]",Clear,0.0,33.759513,-84.241199,Unincorporated,DEKALB,,"[""Motor Vehicle in Motion"",""Pedestrian""]",,Pedestrian,Pedestrian
0.0,1.0,Dekalb Co Police Department,2023-03-16,Memorial Dr and Covington Dr,(B) Suspected Minor/Visible Injury,Daylight,On Roadway - Roadway Intersection,Not a Collision with Motor Vehicle,Memorial Dr,Dry,18:00:00,"[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]",Cloudy,0.0,33.762565,-84.258084,Unincorporated,DEKALB,,"[""Motor Vehicle in Motion"",""Pedestrian""]",,Pedestrian,Pedestrian
0.0,0.0,Dekalb Co Police Department,2023-03-17,Memorial Dr and Covington Dr,(K) Fatal Injury,Dark-Lighted,On Roadway - Roadway Intersection,Not a Collision with Motor Vehicle,Memorial Dr,Dry,21:10:00,None Used,Clear,1.0,33.76267,-84.258053,Unincorporated,DEKALB,,"[""Pedestrian"",""Motor Vehicle in Motion""]",,Pedestrian,Pedestrian
0.0,0.0,Dekalb Co Police Department,2023-03-20,Mcafee Rd and Candler Rd,(C) Possible Injury / Complaint,Daylight,Off Roadway,Not a Collision with Motor Vehicle,Candler Rd,Dry,12:45:00,"[""Unknown"",""None Used""]",Clear,0.0,33.731975,-84.283344,Unincorporated,DEKALB,,"[""Pedestrian"",""Motor Vehicle in Motion""]",,Pedestrian,Pedestrian
0.0,0.0,Decatur Police Department,2023-03-27,Church St and E Trinity Pl,(C) Possible Injury / Complaint,Daylight,On Roadway - In Crosswalk,Not a Collision with Motor Vehicle,Church St,Dry,13:19:00,Unknown,Clear,0.0,33.772777,-84.294933,Decatur,DEKALB,,"[""Pedestrian"",""Motor Vehicle in Motion""]","[""Failure to Yield"",""Disregard Stop Sign/Signal""]",Pedestrian,Pedestrian
0.0,0.0,Emory Police Department,2023-03-28,Clifton Rd Ne and Houston Mill Rd Ne,(O) No Injury,Daylight,On Roadway - Roadway Intersection,Not a Collision with Motor Vehicle,Houston Mill Rd Ne,Dry,17:48:00,"[""Unknown"",""Unknown""]",Clear,0.0,33.798534,-84.32376,Atlanta,DEKALB,,"[""Pedestrian"",""Motor Vehicle in Motion""]",Failure to Yield,Pedestrian,Pedestrian
1.0,0.0,Dekalb Co Police Department,2023-03-30,Glenwood Rd and Columbia Dr,(A) Suspected Serious Injury,Daylight,On Roadway - Roadway Intersection,Angle Crash,Columbia Dr,Dry,12:24:00,Motorcycle Helmet,Clear,0.0,33.737924,-84.251991,Unincorporated,DEKALB,,"[""Pedestrian"",""Motor Vehicle in Motion""]",Driver Lost Control,"[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Pedestrian
0.0,1.0,Emory Police Department,2023-04-12,Clifton Rd Ne and Woodruff Circle,(B) Suspected Minor/Visible Injury,Dark-Lighted,On Roadway - Roadway Intersection,Not a Collision with Motor Vehicle,Woodruff Circle,Dry,06:28:00,"[""Unknown"",""None Used""]",Clear,0.0,33.793107,-84.320981,Atlanta,DEKALB,,"[""Pedestrian"",""Motor Vehicle in Motion""]",Failure to Yield,Pedestrian,Pedestrian
0.0,0.0,Atlanta Police Department,2023-04-23,Wyman St Ne and Wyman St Se,(O) No Injury,Daylight,On Roadway - In Crosswalk,Not a Collision with Motor Vehicle,Wyman St Se,Dry,16:02:00,"[""Lap and Shoulder Belt Used"",""None Used""]",Clear,0.0,33.75339,-84.333116,Atlanta,DEKALB,,"[""Pedestrian"",""Motor Vehicle in Motion""]",Failure to Yield,"[""Pedestrian"",""Motor Vehicle in Motion""]",Pedestrian
1.0,0.0,Dekalb Co Police Department,2023-04-24,Glenmar Dr and Glenwood Rd,(A) Suspected Serious Injury,Daylight,On Roadway - Non-Intersection,Not a Collision with Motor Vehicle,Glenwood Rd,Dry,16:33:00,"[""None Used"",""Lap and Shoulder Belt Used"",""None Used""]",Clear,0.0,33.737693,-84.243045,Unincorporated,DEKALB,,"[""Pedestrian"",""Motor Vehicle in Motion""]",,Motor Vehicle in Motion,Pedestrian
0.0,0.0,Dekalb Co Police Department,2023-05-06,Mountain Dr and Memorial Dr,(C) Possible Injury / Complaint,Dark-Lighted,On Roadway - Non-Intersection,Not a Collision with Motor Vehicle,Memorial Dr,Dry,00:06:00,"[""Non-Motorist Lighting"",""Lap and Shoulder Belt Used""]",Clear,0.0,33.775668,-84.246361,Unincorporated,DEKALB,,"[""Motor Vehicle in Motion"",""Pedestrian""]",Inattentive or Other Distraction (Distracted),Pedestrian,Pedestrian
0.0,0.0,Dekalb Co Police Department,2023-05-06,Glenmar Dr and Glenwood Rd,(C) Possible Injury / Complaint,Dark-Not Lighted,On Roadway - Driveway Intersection,Head On,Glenwood Rd,Dry,23:00:00,"[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""None Used""]",Clear,0.0,33.737718,-84.243435,Unincorporated,DEKALB,,"[""Motor Vehicle in Motion"",""Motor Vehicle in Motion"",""Pedestrian""]",,"[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Pedestrian
0.0,1.0,Atlanta Police Department,2023-05-07,E Lake Blvd Se and Glenwood Ave Se,(B) Suspected Minor/Visible Injury,Dark-Lighted,On Roadway - In Crosswalk,Not a Collision with Motor Vehicle,E Lake Blvd Se,Dry,22:30:00,"[""Unknown"",""None Used""]",Clear,0.0,33.740141,-84.313858,Atlanta,DEKALB,,"[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Failure to Yield,Pedestrian,Pedestrian
1.0,0.0,Dekalb Co Police Department,2023-05-09,Mcafee Rd and Candler Rd,(A) Suspected Serious Injury,Daylight,On Roadway - Non-Intersection,Not a Collision with Motor Vehicle,Mcafee Rd,Dry,14:33:00,"[""None Used"",""Unknown""]",Cloudy,0.0,33.731847,-84.284039,Unincorporated,DEKALB,,"[""Motor Vehicle in Motion"",""Pedestrian""]",Failure to Yield,Pedestrian,Pedestrian
0.0,2.0,Atlanta Police Department,2023-05-15,Seaboard Ave Ne and Moreland Ave Ne,(B) Suspected Minor/Visible Injury,Daylight,On Roadway - Roadway Intersection,Rear End,Moreland Ave Ne,Dry,07:35:00,"[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]",Clear,0.0,33.758435,-84.349156,Atlanta,DEKALB,,"[""Motor Vehicle in Motion"",""Motor Vehicle in Motion"",""Pedestrian""]",Following Too Close,"[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Pedestrian
0.0,1.0,Emory Police Department,2023-05-16,Pierce Dr and Clifton Rd Ne,(B) Suspected Minor/Visible Injury,Dusk,On Roadway - Roundabout,Not a Collision with Motor Vehicle,Pierce Dr,Wet,19:30:00,Unknown,Rain,0.0,33.793125,-84.321326,Atlanta,DEKALB,Brake Failure,"[""Pedestrian"",""Motor Vehicle in Motion""]",,"[""Pedestrian"",""Motor Vehicle in Motion""]",Pedestrian
1.0,0.0,Atlanta Police Department,2023-05-18,E Lake Blvd Se and Glenwood Ave Se,(A) Suspected Serious Injury,Daylight,On Roadway - In Crosswalk,Not a Collision with Motor Vehicle,E Lake Blvd Se,Dry,14:30:00,"[""None Used"",""None Used""]",Cloudy,0.0,33.740143,-84.313886,Atlanta,DEKALB,,"[""Motor Vehicle in Motion"",""Pedestrian""]",Failure to Yield,Motor Vehicle in Motion,Pedestrian
0.0,1.0,Atlanta Police Department,2023-05-21,Gartrell St Se and Fitzgerald St Se,(B) Suspected Minor/Visible Injury,Daylight,On Roadway - In Crosswalk,Not a Collision with Motor Vehicle,Gartrell St Se,Dry,14:20:00,"[""Unknown"",""None Used""]",Clear,0.0,33.74735,-84.313973,Atlanta,DEKALB,,"[""Motor Vehicle in Motion"",""Pedestrian""]",Failure to Yield,Motor Vehicle in Motion,Pedestrian
0.0,1.0,Dekalb Co Police Department,2023-06-06,Powell Ln and Clairmont Rd,(B) Suspected Minor/Visible Injury,Daylight,On Roadway - Roadway Intersection,Not a Collision with Motor Vehicle,Clairmont Rd,Wet,18:36:00,"[""Lap and Shoulder Belt Used"",""None Used""]",Cloudy,0.0,33.7917,-84.305914,Unincorporated,DEKALB,,"[""Pedestrian"",""Motor Vehicle in Motion""]",Disregard Other Traffic Control,"[""Pedestrian"",""Motor Vehicle in Motion""]",Pedestrian
0.0,0.0,Dekalb Co Police Department,2023-06-09,Blackmon Dr and N Decatur Rd,(C) Possible Injury / Complaint,Daylight,On Roadway - In Crosswalk,Not a Collision with Motor Vehicle,N Decatur Rd,Dry,18:30:00,"[""None Used"",""Lap and Shoulder Belt Used""]",Clear,0.0,33.792559,-84.287378,Unincorporated,DEKALB,,"[""Motor Vehicle in Motion"",""Pedestrian""]",Disregard Stop Sign/Signal,"[""Pedestrian"",""Pedestrian""]",Pedestrian
0.0,1.0,Dekalb Co Police Department,2023-06-26,Lavista Rd and N Druid Hills Rd,(B) Suspected Minor/Visible Injury,Dusk,On Roadway - In Crosswalk,Not a Collision with Motor Vehicle,N Druid Hills Rd,Dry,21:10:00,"[""Unknown"",""None Used""]",Clear,0.0,33.817686,-84.312118,Unincorporated,DEKALB,,"[""Pedestrian"",""Motor Vehicle in Motion""]",Failure to Yield,"[""Pedestrian"",""Motor Vehicle in Motion""]",Pedestrian
0.0,1.0,Dekalb Co Police Department,2023-06-30,Candler Rd and Eastwood Dr,(B) Suspected Minor/Visible Injury,Daylight,On Roadway - Roadway Intersection,Not a Collision with Motor Vehicle,Candler Rd,Dry,07:50:00,"[""Lap and Shoulder Belt Used"",""Unknown"",""None Used""]",Clear,0.0,33.740755,-84.289047,Unincorporated,DEKALB,,"[""Pedestrian"",""Motor Vehicle in Motion""]",,"[""Pedestrian"",""Motor Vehicle in Motion""]",Pedestrian
0.0,0.0,Clarkston Police Department,2023-07-02,Church St. and N Indian Creek Drive,(C) Possible Injury / Complaint,Daylight,On Roadway - Roadway Intersection,Not a Collision with Motor Vehicle,N Indian Creek Drive,Dry,10:43:00,"[""Non-Motorist Lighting"",""Lap and Shoulder Belt Used""]",Clear,0.0,33.80653,-84.241352,Clarkston,DEKALB,,"[""Pedestrian"",""Other/Unknown""]","[""Failure to Yield"",""Under the Influence (U.I.)""]",Pedestrian,Pedestrian
0.0,1.0,Dekalb Co Police Department,2023-07-07,Winn Way and N Decatur Rd,(B) Suspected Minor/Visible Injury,Daylight,On Roadway - In Crosswalk,Not a Collision with Motor Vehicle,N Decatur Rd,Dry,14:25:00,"[""Lap and Shoulder Belt Used"",""None Used""]",Clear,0.0,33.792002,-84.283215,Unincorporated,DEKALB,,"[""Pedestrian"",""Motor Vehicle in Motion""]",Failure to Yield,"[""Pedestrian"",""Motor Vehicle in Motion""]",Pedestrian
0.0,0.0,Dekalb Co Police Department,2023-07-07,N Decatur Rd and N Indian Creek Dr,(O) No Injury,Daylight,On Roadway - Non-Intersection,Not a Collision with Motor Vehicle,N Decatur Rd,Dry,06:16:00,"[""None Used"",""Lap and Shoulder Belt Used""]",Clear,0.0,33.785657,-84.24038,Unincorporated,DEKALB,,"[""Pedestrian"",""Pedestrian""]",Failure to Yield,"[""Pedestrian"",""Pedestrian""]",Pedestrian
0.0,0.0,Emory Police Department,2023-07-11,Haygood Dr Ne and Clifton Rd Ne,(C) Possible Injury / Complaint,Daylight,On Roadway - Roadway Intersection,Not a Collision with Motor Vehicle,Clifton Rd Ne,Dry,08:00:00,None Used,Clear,0.0,33.795226,-84.321278,Atlanta,DEKALB,,"[""Motor Vehicle in Motion"",""Pedestrian""]","[""Inattentive or Other Distraction (Distracted)"",""Disregard Stop Sign/Signal""]","[""Motor Vehicle in Motion"",""Pedestrian""]",Pedestrian
0.0,1.0,Atlanta Police Department,2023-07-19,Faith Ave Se and Moreland Ave Se,(B) Suspected Minor/Visible Injury,Daylight,On Roadway - Roadway Intersection,Not a Collision with Motor Vehicle,Faith Ave Se,Dry,20:05:00,"[""Unknown"",""None Used""]",Clear,0.0,33.743347,-84.349196,Atlanta,DEKALB,,"[""Pedestrian"",""Motor Vehicle in Motion""]","[""Disregard Stop Sign/Signal"",""Inattentive or Other Distraction (Distracted)""]","[""Pedestrian"",""Motor Vehicle in Motion""]",Pedestrian
0.0,0.0,Dekalb Co Police Department,2023-07-19,N Decatur Rd and Dekalb Industrial Way,(O) No Injury,Dark-Lighted,On Roadway - Non-Intersection,Not a Collision with Motor Vehicle,N Decatur Rd,Dry,05:39:00,,Clear,0.0,33.793836,-84.276747,Unincorporated,DEKALB,,"[""Pedestrian"",""Motor Vehicle in Motion""]","Not Visible (Object, Person, or Vehicle)","[""Pedestrian"",""Motor Vehicle in Motion""]",Pedestrian
1.0,0.0,Atlanta Police Department,2023-07-29,None and Hosea L Williams Dr Ne,(A) Suspected Serious Injury,Daylight,On Roadway - Non-Intersection,Not a Collision with Motor Vehicle,Hosea L Williams Dr Ne,Dry,12:45:00,"[""Unknown"",""Unknown""]",Cloudy,0.0,33.753295,-84.346751,Atlanta,DEKALB,,"[""Pedestrian"",""Motor Vehicle in Motion""]",,"[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Pedestrian
0.0,0.0,Dekalb Co Police Department,2023-08-16,Lavista Rd and N Druid Hills Rd,(O) No Injury,Daylight,On Roadway - Roadway Intersection,Not a Collision with Motor Vehicle,Lavista Rd,Dry,07:57:00,"[""Unknown"",""None Used""]",Clear,0.0,33.817699,-84.312057,Unincorporated,DEKALB,,"[""Pedestrian"",""Motor Vehicle in Motion""]",Failure to Yield,"[""Pedestrian"",""Motor Vehicle in Motion""]",Pedestrian
0.0,1.0,Dekalb Co Police Department,2023-08-17,Thomas Ter and Glenwood Rd,(B) Suspected Minor/Visible Injury,Dawn,Off Roadway - Sidewalk,Not a Collision with Motor Vehicle,Glenwood Rd,Dry,06:30:00,None Used,Clear,0.0,33.738091,-84.260668,Unincorporated,DEKALB,,"[""Pedestrian"",""Pedestrian""]",,"[""Pedestrian"",""Motor Vehicle in Motion""]",Pedestrian
0.0,0.0,Dekalb Co Police Department,2023-08-22,Glenwood Rd and Santa Cruz Dr,(O) No Injury,Daylight,On Roadway - Non-Intersection,Not a Collision with Motor Vehicle,Glenwood Rd,Dry,17:50:00,"[""None Used"",""Unknown""]",Clear,0.0,33.738178,-84.267064,Unincorporated,DEKALB,,"[""Motor Vehicle in Motion"",""Pedestrian""]",,"[""Motor Vehicle in Motion"",""Pedestrian""]",Pedestrian
0.0,0.0,Emory Police Department,2023-08-24,Clifton Rd Ne and Houston Mill Rd Ne,(C) Possible Injury / Complaint,Daylight,On Roadway - In Crosswalk,Not a Collision with Motor Vehicle,Clifton Rd Ne,Dry,15:30:00,,Clear,0.0,33.798673,-84.323877,Unincorporated,DEKALB,,"[""Pedestrian"",""Motor Vehicle in Motion""]",Misjudged Clearance,"[""Pedestrian"",""Motor Vehicle in Motion""]",Pedestrian
0.0,1.0,Decatur Police Department,2023-08-28,N Arcadia Ave and E Ponce De Leon Ave,(B) Suspected Minor/Visible Injury,Daylight,On Roadway - Roadway Intersection,Angle Crash,N Arcadia Ave,Dry,11:07:00,"[""Lap and Shoulder Belt Used"",""Lap Belt Only Used""]",Clear,0.0,33.776463,-84.280314,Decatur,DEKALB,,"[""Pedestrian"",""Pedestrian""]",Failure to Yield,"[""Pedestrian"",""Pedestrian""]",Pedestrian
